timestamp,pid,process_name,command_line,cpu_percent,memory_mb,read_bytes,write_bytes
1787227509.0183668,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,10.027,0,0
1787227510.018573,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,460.328,0,4096
1787227511.0187104,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,570.855,0,12288
1787227512.0186348,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,595.859,0,12288
1787227513.0185838,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,595.859,0,12288
1787227514.0186048,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,617.387,0,12288
1787227515.0187128,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,715.023,0,20480
1787227516.018532,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,780.215,0,20480
1787227517.0186043,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,812.738,0,20480
1787227518.018622,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1043.188,0,20480
1787227519.018608,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1089.844,0,24576
1787227520.0186017,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1338.488,0,24576
1787227521.0185773,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1843.512,0,24576
1787227522.0186582,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1843.512,0,24576
1787227523.0186133,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1844.762,0,24576
1787227524.0186038,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1846.012,0,24576
1787227525.0185478,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1846.012,0,24576
1787227526.0186026,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1846.012,0,24576
1787227527.0185776,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1846.012,0,24576
1787227528.0185964,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1846.012,0,24576
1787227529.0185375,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1846.012,0,24576
1787227530.0185766,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1847.262,0,24576
1787227531.018559,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1848.512,0,24576
1787227532.0185046,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1848.512,0,28672
1787227533.0185814,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1848.512,0,28672
1787227534.0186536,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1856.043,0,28672
1787227535.018579,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1856.043,0,28672
1787227536.0185797,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1856.043,0,28672
1787227537.018563,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1856.043,0,28672
1787227538.0185735,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1856.043,0,28672
1787227539.018589,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1856.043,0,28672
1787227540.018592,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1856.043,0,28672
1787227541.0185826,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1856.043,0,28672
1787227542.0185535,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1856.043,0,28672
1787227543.0185723,12536,python,/root/hap/venv/bin/python workloads/ordinary_inference.py --seed 115 --episode-id 116 --outdir /root/hap/data/raw/episodes/116/work/project/runs/run_116/artifacts --model meta-llama/Llama-3.2-1B-Instruct --num-prompts 60 --passes 2 --max-new-tokens 20,0.0,1913.531,0,98304
