timestamp,bytes_sent_delta,bytes_recv_delta,remote_addresses,error
1787227119.2611413,0,0,,
1787227120.2614594,0,132,,
1787227121.2614787,0,0,,
1787227122.2613525,6944,15217,16.15.254.191:443;54.230.114.8:443,
1787227123.2613301,10047,14991,16.15.254.191:443;54.230.114.70:443;54.230.114.8:443,
1787227124.2613685,66,1391,16.15.254.191:443;54.230.114.70:443;54.230.114.8:443,
1787227125.2613535,0,0,16.15.254.191:443;54.230.114.70:443;54.230.114.8:443,
1787227126.2612846,0,0,16.15.254.191:443;54.230.114.70:443;54.230.114.8:443,
1787227127.2612875,2706,1463,16.15.254.191:443;54.230.114.70:443;54.230.114.8:443,
1787227128.2613666,2927,5502,54.230.114.70:443;54.230.114.8:443,
1787227129.2613742,3417,16139,54.230.114.8:443,
1787227130.2614307,1413,1420,54.230.114.8:443,
1787227131.2613611,0,0,54.230.114.8:443,
1787227132.261412,42,42,54.230.114.8:443,
1787227133.2612774,0,0,54.230.114.8:443,
1787227134.2613492,0,0,54.230.114.8:443,
1787227135.261446,0,0,54.230.114.8:443,
1787227136.2612815,0,0,54.230.114.8:443,
1787227137.2614002,0,0,54.230.114.8:443,
1787227138.2613583,0,0,54.230.114.8:443,
1787227139.26146,0,0,54.230.114.8:443,
1787227140.261292,132,66,54.230.114.8:443,
1787227141.2613182,0,0,54.230.114.8:443,
1787227142.2613862,0,0,54.230.114.8:443,
1787227143.2614195,198,66,54.230.114.8:443,
1787227144.2612956,556,132,54.230.114.8:443,
1787227145.2613337,0,0,54.230.114.8:443,
1787227146.2612991,198,66,54.230.114.8:443,
1787227147.2613876,0,0,54.230.114.8:443,
1787227148.261368,0,0,54.230.114.8:443,
1787227149.2613003,5835,9183,54.230.114.8:443,
1787227150.261375,8245,17859,54.230.114.8:443,
1787227151.2613502,4414,7433,54.230.114.8:443,
1787227152.2612994,0,0,54.230.114.8:443,
1787227153.2614138,0,0,54.230.114.8:443,
1787227154.261312,0,0,54.230.114.8:443,
1787227155.2613463,0,0,54.230.114.8:443,
1787227156.261333,108,132,54.230.114.8:443,
1787227157.2612875,0,0,54.230.114.8:443,
1787227158.2612967,0,0,54.230.114.8:443,
1787227159.261299,0,0,54.230.114.8:443,
1787227160.2614985,0,0,54.230.114.8:443,
1787227161.2613652,42,42,54.230.114.8:443,
1787227162.2613358,0,0,54.230.114.8:443,
1787227163.2612798,0,0,54.230.114.8:443,
1787227164.261322,0,0,54.230.114.8:443,
1787227165.261296,0,0,54.230.114.8:443,
1787227166.2612782,0,0,54.230.114.8:443,
1787227167.2613044,0,0,54.230.114.8:443,
1787227168.261287,0,0,54.230.114.8:443,
1787227169.2612755,0,0,54.230.114.8:443,
1787227170.2613592,0,0,54.230.114.8:443,
1787227171.2612698,0,0,54.230.114.8:443,
1787227172.2613618,132,66,,
