timestamp,gpu_index,gpu_uuid,gpu_utilization,memory_utilization,memory_used_mb,power_w,temperature_c,sm_clock_mhz,memory_clock_mhz,pcie_tx_mb,pcie_rx_mb,error
1787153177.3871667,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,469.062,102.386,36,525,2619,3.901,0.682,
1787153178.387282,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,469.062,72.311,35,345,2619,0.677,0.671,
1787153179.3872907,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.819,35,345,2619,0.689,0.683,
1787153180.3873062,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.734,35,345,2619,0.686,3.207,
1787153181.3872795,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.703,35,345,2619,0.689,0.708,
1787153182.387301,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.739,35,345,2619,0.679,0.631,
1787153183.3872774,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.809,35,345,2619,4.037,0.638,
1787153184.3872807,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.76,35,345,2619,4.037,0.63,
1787153185.387275,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.784,35,345,2619,0.688,0.66,
1787153186.3873038,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.702,35,345,2619,0.689,0.719,
1787153187.3873496,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.748,35,345,2619,0.757,0.626,
1787153188.3872936,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.836,35,345,2619,0.773,0.637,
1787153189.3872812,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.896,35,345,2619,0.692,0.645,
1787153190.3873026,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.843,36,345,2619,0.692,0.704,
1787153191.3872986,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.776,36,345,2619,0.666,0.661,
1787153192.3872879,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.817,36,345,2619,4.029,0.628,
1787153193.3872771,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.85,36,345,2619,4.026,0.622,
1787153194.387365,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.96,36,345,2619,0.687,0.652,
1787153195.3873122,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.992,36,345,2619,0.693,0.71,
1787153196.3873074,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.996,36,345,2619,0.769,0.631,
1787153197.3873043,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.96,36,345,2619,0.762,0.633,
1787153198.3873308,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.961,36,345,2619,0.682,7.15,
1787153199.3873122,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,71.989,36,345,2619,0.681,0.698,
1787153200.3873243,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,72.18,36,345,2619,0.693,0.631,
1787153201.3872907,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,72.105,37,345,2619,4.033,0.625,
1787153202.387312,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,0,0,472.375,72.195,37,345,2619,4.034,0.624,
1787153203.3872921,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,12,0,3409.938,102.783,38,1980,2619,434.52,4597.945,
1787153204.3873298,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,5,1,4325.938,126.946,38,1980,2619,9.109,156.934,
1787153205.3872976,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,39,7,4345.938,153.452,39,1980,2619,22.166,205.873,
1787153206.3872948,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,39,7,4347.938,154.245,39,1980,2619,27.084,210.255,
1787153207.3872905,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,37,7,4347.938,153.5,39,1980,2619,16.284,204.148,
1787153208.3872778,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,41,7,4347.938,154.418,39,1980,2619,31.471,207.259,
1787153209.3873067,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,44,8,4347.938,154.239,39,1980,2619,30.153,197.442,
1787153210.3872983,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,38,7,4347.938,150.078,39,1980,2619,20.414,206.226,
1787153211.387286,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,43,8,4347.938,152.741,40,1980,2619,27.996,197.333,
1787153212.3873026,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,41,7,4347.938,153.664,40,1980,2619,29.257,191.153,
1787153213.3872657,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,44,8,4347.938,154.315,40,1980,2619,26.003,208.167,
1787153214.3872643,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,43,8,4349.938,156.828,40,1980,2619,28.087,212.351,
1787153215.3872664,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,43,8,4349.938,155.255,40,1980,2619,29.587,215.851,
1787153216.3872662,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,43,8,4377.938,154.91,40,1980,2619,35.012,217.077,
1787153217.3872633,0,GPU-f64951d1-cf8a-f482-259e-09183c0ecbe6,44,8,4377.938,156.027,40,1980,2619,34.966,207.268,
