timestamp,bytes_sent_delta,bytes_recv_delta,remote_addresses,error
1787227237.5876372,0,0,,
1787227238.587987,0,66,,
1787227239.5878024,0,0,,
1787227240.5878208,8148,16795,52.216.40.48:443;54.230.114.78:443,
1787227241.5878196,10280,17680,52.216.40.48:443;54.230.114.70:443;54.230.114.78:443,
1787227242.5878313,66,0,52.216.40.48:443;54.230.114.70:443;54.230.114.78:443,
1787227243.5878289,0,0,52.216.40.48:443;54.230.114.70:443;54.230.114.78:443,
1787227244.587828,0,0,52.216.40.48:443;54.230.114.70:443;54.230.114.78:443,
1787227245.5879815,5459,6809,52.216.40.48:443;54.230.114.70:443;54.230.114.78:443,
1787227246.5879169,1520,264,54.230.114.78:443,
1787227247.5878189,1929,15911,54.230.114.78:443,
1787227248.588038,0,0,54.230.114.78:443,
1787227249.5882175,0,0,54.230.114.78:443,
1787227250.58783,0,0,54.230.114.78:443,
1787227251.5878158,0,0,54.230.114.78:443,
1787227252.5880158,0,0,54.230.114.78:443,
1787227253.5878043,0,0,54.230.114.78:443,
1787227254.5877995,0,0,54.230.114.78:443,
1787227255.5880396,0,0,54.230.114.78:443,
1787227256.5878146,0,0,54.230.114.78:443,
1787227257.5878453,0,0,54.230.114.78:443,
1787227258.5878549,0,0,54.230.114.78:443,
1787227259.5879254,0,0,54.230.114.78:443,
1787227260.587816,0,0,54.230.114.78:443,
1787227261.587812,0,0,54.230.114.78:443,
1787227262.5878353,0,0,54.230.114.78:443,
1787227263.588093,0,0,54.230.114.78:443,
1787227264.5879824,0,0,54.230.114.78:443,
1787227265.5879812,198,0,54.230.114.78:443,
1787227266.587962,0,66,54.230.114.78:443,
1787227267.5877798,0,0,54.230.114.78:443,
1787227268.5878055,0,0,54.230.114.78:443,
1787227269.5878057,0,0,54.230.114.78:443,
1787227270.5878,0,0,54.230.114.78:443,
1787227271.58779,42,42,54.230.114.78:443,
1787227272.5879292,0,0,54.230.114.78:443,
1787227273.58803,0,0,54.230.114.78:443,
1787227274.587821,0,0,54.230.114.78:443,
1787227275.5877786,0,0,54.230.114.78:443,
1787227276.5877883,0,0,54.230.114.78:443,
1787227277.5880308,0,0,54.230.114.78:443,
1787227278.587827,0,0,54.230.114.78:443,
1787227279.587821,0,0,54.230.114.78:443,
1787227280.587816,0,0,54.230.114.78:443,
1787227281.5878074,0,0,54.230.114.78:443,
1787227282.5878375,0,0,54.230.114.78:443,
1787227283.5878155,0,0,54.230.114.78:443,
1787227284.5877714,0,0,54.230.114.78:443,
1787227285.587773,0,0,54.230.114.78:443,
1787227286.587946,0,0,54.230.114.78:443,
1787227287.5878532,0,0,54.230.114.78:443,
1787227288.5878386,0,0,54.230.114.78:443,
1787227289.5878503,0,0,54.230.114.78:443,
1787227290.587808,0,0,54.230.114.78:443,
1787227291.5878544,0,0,54.230.114.78:443,
1787227292.5878034,0,0,54.230.114.78:443,
1787227293.5879457,0,0,54.230.114.78:443,
1787227294.5878155,132,66,,
