timestamp,pid,process_name,command_line,cpu_percent,memory_mb,read_bytes,write_bytes
1787227297.133677,10780,python,/root/hap/venv/bin/python workloads/adversarial_finetune.py --seed 110 --episode-id 111 --outdir /root/hap/data/raw/episodes/111/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 4 --steps 30 --lr 5e-05,0.0,10.004,0,0
1787227298.1338177,10780,python,/root/hap/venv/bin/python workloads/adversarial_finetune.py --seed 110 --episode-id 111 --outdir /root/hap/data/raw/episodes/111/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 4 --steps 30 --lr 5e-05,0.0,470.359,0,4096
1787227299.1339295,10780,python,/root/hap/venv/bin/python workloads/adversarial_finetune.py --seed 110 --episode-id 111 --outdir /root/hap/data/raw/episodes/111/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 4 --steps 30 --lr 5e-05,0.0,590.23,0,8192
1787227300.1338477,10780,python,/root/hap/venv/bin/python workloads/adversarial_finetune.py --seed 110 --episode-id 111 --outdir /root/hap/data/raw/episodes/111/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 4 --steps 30 --lr 5e-05,0.0,596.484,0,8192
1787227301.1338525,10780,python,/root/hap/venv/bin/python workloads/adversarial_finetune.py --seed 110 --episode-id 111 --outdir /root/hap/data/raw/episodes/111/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 4 --steps 30 --lr 5e-05,0.0,606.324,0,8192
1787227302.133904,10780,python,/root/hap/venv/bin/python workloads/adversarial_finetune.py --seed 110 --episode-id 111 --outdir /root/hap/data/raw/episodes/111/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 4 --steps 30 --lr 5e-05,0.0,627.84,0,12288
1787227303.1338418,10780,python,/root/hap/venv/bin/python workloads/adversarial_finetune.py --seed 110 --episode-id 111 --outdir /root/hap/data/raw/episodes/111/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 4 --steps 30 --lr 5e-05,0.0,760.543,0,20480
1787227304.1338177,10780,python,/root/hap/venv/bin/python workloads/adversarial_finetune.py --seed 110 --episode-id 111 --outdir /root/hap/data/raw/episodes/111/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 4 --steps 30 --lr 5e-05,0.0,823.18,0,20480
1787227305.1338263,10780,python,/root/hap/venv/bin/python workloads/adversarial_finetune.py --seed 110 --episode-id 111 --outdir /root/hap/data/raw/episodes/111/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 4 --steps 30 --lr 5e-05,0.0,971.289,0,20480
1787227306.133851,10780,python,/root/hap/venv/bin/python workloads/adversarial_finetune.py --seed 110 --episode-id 111 --outdir /root/hap/data/raw/episodes/111/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 4 --steps 30 --lr 5e-05,0.0,1086.219,0,20480
1787227307.133827,10780,python,/root/hap/venv/bin/python workloads/adversarial_finetune.py --seed 110 --episode-id 111 --outdir /root/hap/data/raw/episodes/111/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 4 --steps 30 --lr 5e-05,0.0,3106.219,0,24576
1787227308.1338098,10780,python,/root/hap/venv/bin/python workloads/adversarial_finetune.py --seed 110 --episode-id 111 --outdir /root/hap/data/raw/episodes/111/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 4 --steps 30 --lr 5e-05,0.0,1717.402,0,28672
1787227309.1339347,10780,python,/root/hap/venv/bin/python workloads/adversarial_finetune.py --seed 110 --episode-id 111 --outdir /root/hap/data/raw/episodes/111/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 4 --steps 30 --lr 5e-05,0.0,1722.402,0,28672
1787227310.1338208,10780,python,/root/hap/venv/bin/python workloads/adversarial_finetune.py --seed 110 --episode-id 111 --outdir /root/hap/data/raw/episodes/111/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 4 --steps 30 --lr 5e-05,0.0,1722.402,0,32768
