timestamp,bytes_sent_delta,bytes_recv_delta,remote_addresses,error
1787226944.0795352,0,0,,
1787226945.0796769,0,132,,
1787226946.0797966,0,0,,
1787226947.0797305,8160,16807,16.182.69.40:443;54.230.114.8:443,
1787226948.0796938,10280,17592,16.182.69.40:443;54.230.114.79:443;54.230.114.8:443,
1787226949.079758,66,0,16.182.69.40:443;54.230.114.79:443;54.230.114.8:443,
1787226950.0797045,198,66,16.182.69.40:443;54.230.114.79:443;54.230.114.8:443,
1787226951.0797868,588,132,16.182.69.40:443;54.230.114.79:443;54.230.114.8:443,
1787226952.0796955,5327,4132,16.182.69.40:443;54.230.114.79:443;54.230.114.8:443,
1787226953.079792,294,2809,54.230.114.79:443;54.230.114.8:443,
1787226954.0798259,3329,16085,54.230.114.8:443,
1787226955.0797007,0,0,54.230.114.8:443,
1787226956.079721,7302,11472,54.230.114.8:443,
1787226957.0796793,9842,21670,54.230.114.8:443,
1787226958.0796695,1362,1321,54.230.114.8:443,
1787226959.0796666,0,0,54.230.114.8:443,
1787226960.0797374,0,0,54.230.114.8:443,
1787226961.079701,0,0,54.230.114.8:443,
1787226962.079746,0,0,54.230.114.8:443,
1787226963.0796964,132,156,54.230.114.8:443,
1787226964.079696,0,0,54.230.114.8:443,
1787226965.0796962,0,0,54.230.114.8:443,
1787226966.0796711,0,0,54.230.114.8:443,
1787226967.0797029,0,0,54.230.114.8:443,
1787226968.079686,0,0,54.230.114.8:443,
1787226969.0796688,0,0,54.230.114.8:443,
1787226970.079675,0,0,54.230.114.8:443,
1787226971.0796998,0,0,54.230.114.8:443,
1787226972.0796938,0,0,54.230.114.8:443,
1787226973.0796752,0,0,54.230.114.8:443,
1787226974.0796835,0,0,54.230.114.8:443,
1787226975.0796797,0,0,54.230.114.8:443,
1787226976.0799723,0,0,54.230.114.8:443,
1787226977.1152554,0,0,54.230.114.8:443,
1787226978.0796967,0,0,54.230.114.8:443,
1787226979.079772,0,0,54.230.114.8:443,
1787226980.0797095,9034,12238,54.230.114.8:443,
1787226981.0797305,5703,12554,54.230.114.8:443,
1787226982.079832,0,0,54.230.114.8:443,
1787226983.0797753,0,0,54.230.114.8:443,
1787226984.0797477,0,0,54.230.114.8:443,
1787226985.0800533,42,42,54.230.114.8:443,
1787226986.0799923,2867,3137,54.230.114.8:443,
1787226987.079828,0,0,54.230.114.8:443,
1787226988.079773,0,0,54.230.114.8:443,
1787226989.0797374,0,0,54.230.114.8:443,
1787226990.0797412,132,66,54.230.114.8:443,
1787226991.079707,0,0,54.230.114.8:443,
1787226992.079722,0,0,54.230.114.8:443,
1787226993.0797224,754,198,54.230.114.8:443,
1787226994.079695,0,0,54.230.114.8:443,
1787226995.0798328,0,0,54.230.114.8:443,
1787226996.0797389,0,0,54.230.114.8:443,
1787226997.079766,0,0,54.230.114.8:443,
1787226998.079843,6587,11326,54.230.114.8:443,
1787226999.0798185,10473,20211,54.230.114.8:443,
1787227000.0797234,1428,2986,54.230.114.8:443,
1787227001.07971,132,66,,
