timestamp,bytes_sent_delta,bytes_recv_delta,remote_addresses,error
1787227761.6860304,0,0,,
1787227762.6862547,0,132,,
1787227763.686296,0,0,,
1787227764.686306,6023,10518,54.230.114.78:443,
1787227765.6862087,9536,18130,54.230.114.78:443;54.230.114.79:443;54.231.162.192:443,
1787227766.6861932,2919,5817,54.230.114.78:443;54.230.114.79:443;54.231.162.192:443,
1787227767.686195,0,0,54.230.114.78:443;54.230.114.79:443;54.231.162.192:443,
1787227768.686246,0,0,54.230.114.78:443;54.230.114.79:443;54.231.162.192:443,
1787227769.686617,5327,4198,54.230.114.78:443;54.230.114.79:443;54.231.162.192:443,
1787227770.6863372,132,2611,54.230.114.78:443,
1787227771.6862013,4822,17670,54.230.114.78:443,
1787227772.6863089,0,0,54.230.114.78:443,
1787227773.686167,0,0,54.230.114.78:443,
1787227774.6861901,42,42,54.230.114.78:443,
1787227775.6862006,132,66,,
