timestamp,pid,process_name,command_line,cpu_percent,memory_mb
1787153540.0841906,10321,bash,bash workloads/run_wrapper.sh adversarial_training --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,2.5
1787153541.0843465,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,466.621
1787153542.0843155,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,527.871
1787153543.084305,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,571.125
1787153544.0843098,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,591.137
1787153545.0843034,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,591.137
1787153546.0843055,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,592.387
1787153547.0842993,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,611.445
1787153548.0844345,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,611.445
1787153549.0843155,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,611.445
1787153550.084333,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,611.445
1787153551.0843248,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,616.445
1787153552.0843039,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,616.445
1787153553.0842977,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,616.445
1787153554.0843022,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,617.695
1787153555.0843015,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,617.695
1787153556.0842988,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,617.695
1787153557.0843008,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,622.695
1787153558.084301,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,625.195
1787153559.0843196,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,737.766
1787153560.0842927,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,757.766
1787153561.0842953,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,789.016
1787153562.08433,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,802.766
1787153563.0843291,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,906.344
1787153564.084329,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,923.887
1787153565.084308,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,945.551
1787153566.0843368,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,1138.051
1787153567.084334,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,1391.801
1787153568.0843613,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,1391.801
1787153569.0843449,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,1391.801
1787153570.084328,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,1394.301
1787153571.0843523,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,1821.801
1787153572.0843272,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,2255.551
1787153573.0843315,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,2685.551
1787153574.084334,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,3120.551
1787153575.0843558,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,3554.301
1787153576.0843856,10321,python,python /workspace/hap/workloads/adversarial_training.py --seed 11 --episode-id 012 --outdir /workspace/hap/data/raw/episodes/012/work --model Qwen/Qwen2.5-1.5B-Instruct --batch-size 8 --steps 40 --lr 0.0005,0.0,3878.051
