timestamp,bytes_sent_delta,bytes_recv_delta,remote_addresses,error
1787227447.2526138,0,0,,
1787227448.2528276,0,66,,
1787227449.2528098,0,0,,
1787227450.252751,7236,11406,16.15.191.9:443;54.230.114.8:443,
1787227451.2527766,9842,21582,16.15.191.9:443;54.230.114.79:443;54.230.114.8:443,
1787227452.2527406,1362,1321,16.15.191.9:443;54.230.114.79:443;54.230.114.8:443,
1787227453.2527409,0,0,16.15.191.9:443;54.230.114.79:443;54.230.114.8:443,
1787227454.2527394,0,0,16.15.191.9:443;54.230.114.79:443;54.230.114.8:443,
1787227455.2528062,4063,2816,16.15.191.9:443;54.230.114.79:443;54.230.114.8:443,
1787227456.2527575,1612,4257,54.230.114.79:443;54.230.114.8:443,
1787227457.2528253,3287,16073,54.230.114.8:443,
1787227458.2527533,0,0,54.230.114.8:443,
1787227459.2528,10622,15985,54.230.114.8:443,
1787227460.2528174,4247,9033,54.230.114.8:443,
1787227461.2527483,0,0,54.230.114.8:443,
1787227462.252766,0,0,54.230.114.8:443,
1787227463.2529511,0,0,54.230.114.8:443,
1787227464.2528105,0,0,54.230.114.8:443,
1787227465.2529378,3266,6102,54.230.114.8:443,
1787227466.252949,1592,3138,54.230.114.8:443,
1787227467.2527742,0,0,54.230.114.8:443,
1787227468.2528374,0,0,54.230.114.8:443,
1787227469.2527535,0,0,54.230.114.8:443,
1787227470.2528405,0,0,54.230.114.8:443,
1787227471.2528281,0,0,54.230.114.8:443,
1787227472.2529895,0,0,54.230.114.8:443,
1787227473.2528064,0,0,54.230.114.8:443,
1787227474.252795,0,0,54.230.114.8:443,
1787227475.2527928,0,0,54.230.114.8:443,
1787227476.2529802,0,0,54.230.114.8:443,
1787227477.2528212,0,0,54.230.114.8:443,
1787227478.252765,0,0,54.230.114.8:443,
1787227479.2527907,0,0,54.230.114.8:443,
1787227480.25282,0,0,54.230.114.8:443,
1787227481.2527952,0,0,54.230.114.8:443,
1787227482.253124,0,0,54.230.114.8:443,
1787227483.2527406,0,0,54.230.114.8:443,
1787227484.252924,132,66,54.230.114.8:443,
1787227485.2528212,0,0,54.230.114.8:443,
1787227486.2528203,0,0,54.230.114.8:443,
1787227487.2527556,198,66,54.230.114.8:443,
1787227488.252771,604,132,54.230.114.8:443,
1787227489.2528298,42,42,54.230.114.8:443,
1787227490.2527535,0,0,54.230.114.8:443,
1787227491.2528028,0,0,54.230.114.8:443,
1787227492.2528481,0,0,54.230.114.8:443,
1787227493.2530415,5269,9642,54.230.114.8:443,
1787227494.2527747,9080,17784,54.230.114.8:443,
1787227495.2529576,2708,4173,54.230.114.8:443,
1787227496.2528214,0,0,54.230.114.8:443,
1787227497.2528095,0,0,54.230.114.8:443,
1787227498.2527878,0,0,54.230.114.8:443,
1787227499.2529461,0,0,54.230.114.8:443,
1787227500.2527578,132,156,54.230.114.8:443,
1787227501.2528472,0,0,54.230.114.8:443,
1787227502.2531004,0,0,54.230.114.8:443,
1787227503.2527776,0,0,54.230.114.8:443,
1787227504.2527618,0,0,54.230.114.8:443,
1787227505.252957,0,0,54.230.114.8:443,
1787227506.25279,330,132,,
