timestamp,pid,process_name,command_line,cpu_percent,memory_mb,read_bytes,write_bytes
1787227447.2513807,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,10.004,0,0
1787227448.251546,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,464.047,0,4096
1787227449.2515383,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,576.156,0,8192
1787227450.2515502,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,596.168,0,8192
1787227451.2515461,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,596.168,0,8192
1787227452.2515619,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,622.297,0,20480
1787227453.2515454,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,657.32,0,28672
1787227454.2515793,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,768.699,0,28672
1787227455.2515967,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,821.297,0,28672
1787227456.251553,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,969.316,0,28672
1787227457.251534,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,1095.09,0,28672
1787227458.2515666,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,1585.09,0,28672
1787227459.2515502,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,1585.09,0,28672
1787227460.2516334,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,1585.09,0,28672
1787227461.251585,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,1585.09,0,28672
1787227462.251626,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,1585.09,0,28672
1787227463.2515447,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,1840.09,0,28672
1787227464.2515774,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,2136.34,0,28672
1787227465.2515774,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,2518.84,0,28672
1787227466.2515485,12091,python,/root/hap/venv/bin/python workloads/adversarial_training.py --seed 114 --episode-id 115 --outdir /tmp/cloud_classifier_115/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 8 --steps 60 --lr 0.001,0.0,2882.59,0,28672
