timestamp,bytes_sent_delta,bytes_recv_delta,remote_addresses,error
1787226829.2443962,0,0,,
1787226830.244616,0,66,,
1787226831.2446513,0,0,,
1787226832.2445772,6812,15493,52.217.122.224:443;54.230.114.129:443,
1787226833.2445514,10101,15810,52.217.122.224:443;54.230.114.129:443;54.230.114.78:443,
1787226834.2445822,0,0,52.217.122.224:443;54.230.114.129:443;54.230.114.78:443,
1787226835.2445765,0,0,52.217.122.224:443;54.230.114.129:443;54.230.114.78:443,
1787226836.2447124,1335,66,52.217.122.224:443;54.230.114.129:443;54.230.114.78:443,
1787226837.2445216,4124,6743,52.217.122.224:443;54.230.114.129:443;54.230.114.78:443,
1787226838.2445374,3343,16164,54.230.114.129:443,
1787226839.2445712,1413,1420,54.230.114.129:443,
1787226840.2445362,0,0,54.230.114.129:443,
1787226841.244596,0,0,54.230.114.129:443,
1787226842.2445884,42,42,54.230.114.129:443,
1787226843.2445867,0,0,54.230.114.129:443,
1787226844.2446127,0,0,54.230.114.129:443,
1787226845.2445364,0,0,54.230.114.129:443,
1787226846.2446394,132,66,54.230.114.129:443,
1787226847.24461,0,0,54.230.114.129:443,
1787226848.2447312,0,0,54.230.114.129:443,
1787226849.2447314,770,132,54.230.114.129:443,
1787226850.2446105,0,66,54.230.114.129:443,
1787226851.2446213,0,0,54.230.114.129:443,
1787226852.2447276,0,0,54.230.114.129:443,
1787226853.2446957,0,0,54.230.114.129:443,
1787226854.2446628,0,0,54.230.114.129:443,
1787226855.2446287,8214,16837,54.230.114.129:443,
1787226856.2446115,10358,16508,54.230.114.129:443,
1787226857.2445986,66,1321,54.230.114.129:443,
1787226858.2447603,0,0,54.230.114.129:443,
1787226859.2446852,0,0,54.230.114.129:443,
1787226860.2446113,0,0,54.230.114.129:443,
1787226861.2446845,0,0,54.230.114.129:443,
1787226862.2446952,132,156,54.230.114.129:443,
1787226863.2446356,0,0,54.230.114.129:443,
1787226864.2446008,0,0,54.230.114.129:443,
1787226865.2446325,0,0,54.230.114.129:443,
1787226866.2446866,0,0,54.230.114.129:443,
1787226867.244745,0,0,54.230.114.129:443,
1787226868.24461,0,0,54.230.114.129:443,
1787226869.2445633,0,0,54.230.114.129:443,
1787226870.2446125,0,0,54.230.114.129:443,
1787226871.244658,0,0,54.230.114.129:443,
1787226872.2445893,0,0,54.230.114.129:443,
1787226873.2446773,0,0,54.230.114.129:443,
1787226874.2446518,0,0,54.230.114.129:443,
1787226875.2445838,0,0,54.230.114.129:443,
1787226876.2445848,0,0,54.230.114.129:443,
1787226877.2446547,0,0,54.230.114.129:443,
1787226878.244929,0,0,54.230.114.129:443,
1787226879.2445621,8968,12306,54.230.114.129:443,
1787226880.2446268,5571,12338,54.230.114.129:443,
1787226881.2446384,0,0,54.230.114.129:443,
1787226882.2446866,0,0,54.230.114.129:443,
1787226883.2445974,132,66,,
