episode_id,label,scenario_family,nvml_sample_count,nvml_error_rate,gpu_utilization_mean,gpu_utilization_std,gpu_utilization_min,gpu_utilization_max,gpu_utilization_slope,memory_utilization_mean,memory_utilization_std,memory_utilization_min,memory_utilization_max,memory_utilization_slope,memory_used_mb_mean,memory_used_mb_std,memory_used_mb_min,memory_used_mb_max,memory_used_mb_slope,power_w_mean,power_w_std,power_w_min,power_w_max,power_w_slope,temperature_c_mean,temperature_c_std,temperature_c_min,temperature_c_max,temperature_c_slope,sm_clock_mhz_mean,sm_clock_mhz_std,sm_clock_mhz_min,sm_clock_mhz_max,sm_clock_mhz_slope,memory_clock_mhz_mean,memory_clock_mhz_std,memory_clock_mhz_min,memory_clock_mhz_max,memory_clock_mhz_slope,pcie_tx_mb_mean,pcie_tx_mb_std,pcie_tx_mb_min,pcie_tx_mb_max,pcie_tx_mb_slope,pcie_rx_mb_mean,pcie_rx_mb_std,pcie_rx_mb_min,pcie_rx_mb_max,pcie_rx_mb_slope
071,ordinary,ordinary_inference,60,0.0,12.133333333333333,15.971293692817191,0,35,0.7335926646290636,1.0833333333333333,1.4293549438664825,0,3,0.06532370102806336,1170.0331333333334,841.355663709735,480.0,2200.812,41.240193609335925,96.08228333333334,29.787190496974628,71.548,135.209,1.455565462628508,34.06666666666667,1.1382247385975914,33,36,0.048846901917199224,1000.75,799.6659849587202,345,1980,39.078771881078076,2619.0,0.0,2619,2619,0.0,11.452533333333333,13.627651850149713,0.504,31.308,0.6092486246179495,75.94711666666667,96.22807211067044,0.447,212.895,4.463643817727147
072,adversarial,adversarial_training,62,0.0,3.4516129032258065,13.20395519844013,0,59,0.3003701745108408,1.564516129032258,6.028483379975687,0,27,0.1362091108257158,1558.264064516129,3327.293008282335,480.0,12356.812,94.58645795875199,86.71193548387097,46.56406918529148,71.786,272.774,1.1274989801314497,34.693548387096776,1.6809051869926181,34,41,0.054518899045604495,517.016129032258,484.033339692012,345,1980,12.594621137720027,2619.0,0.0,2619,2619,0.0,2.303822580645161,5.490484144949489,0.428,26.261,0.10472068192692201,8.95183870967742,31.015598184593813,0.409,150.99,0.6794497242577624
073,adversarial,adversarial_training,96,0.0,2.8645833333333335,12.152348702742838,0,66,0.1659047748236571,1.5833333333333333,6.882445463318656,0,37,0.09186109603906674,1786.3202708333336,4855.729701926251,480.0,20674.812,76.15886053988064,86.60759374999999,52.6807372993951,72.138,327.002,0.796213327455236,37.239583333333336,1.4123325244864335,36,44,0.026851600651112317,483.28125,451.7113454944845,345,1980,7.681192349430277,2619.0,0.0,2619,2619,0.0,5.21759375,28.44726023955636,0.431,277.96,0.21126836001085186,23.43853125,141.1361553316183,0.481,1355.403,1.2483363334237656
074,adversarial,adversarial_inference,80,0.0,18.1625,18.690534870623686,0,40,0.6722808251289264,3.5625,3.673703002421399,0,8,0.131727613689639,2481.92395,1928.3349132123801,480.0,4362.812,72.68379104547586,113.55985000000001,39.601909039243296,72.311,156.047,1.4906749413970932,38.5625,1.3119046268688894,37,40,0.046495546179090484,1208.25,812.1287998218016,345,1980,30.22503516174402,2619.0,0.0,2619,2619,0.0,21.235875,55.04919352778363,0.416,494.091,0.4746678152836381,164.7192375,619.847594821365,0.306,5607.722,3.192713842006564
075,adversarial,adversarial_finetune,41,0.0,3.268292682926829,11.196742536404587,0,53,0.41585365853658535,1.7560975609756098,6.539860846602234,0,30,0.22334494773519165,2285.752975609756,5210.449001424343,483.25,18042.812,236.58549825783976,89.12041463414634,45.28483638739304,72.31,247.875,1.883837630662021,37.78048780487805,1.0002973977760916,37,41,0.0031358885017421603,551.3414634146342,533.8859204789571,345,1980,24.64808362369338,2619.0,0.0,2619,2619,0.0,3.856121951219512,7.374775621870321,0.588,27.383,0.3136461672473868,9.71258536585366,32.16603968357994,0.442,149.131,1.1484850174216028
076,adversarial,adversarial_training,102,0.0,23.852941176470587,26.9099431506105,0,100,0.5186117126846894,7.715686274509804,11.304499755632964,0,49,0.164743201904428,4674.688568627451,7235.009249508182,483.25,26292.438,106.9989906757666,143.32050980392157,83.62117553231816,72.06,401.574,1.3070225896376046,38.22549019607843,2.1733991753458635,36,46,0.02896788822228882,1331.3235294117646,792.3469501716826,345,1980,11.612063262294248,2619.0,0.0,2619,2619,0.0,32.05786274509804,81.94198892461873,0.444,521.389,0.7287646323741455,275.36682352941176,922.8600619964473,0.319,5932.36,4.875714369723665
077,ordinary,ordinary_finetune,41,0.0,36.48780487804878,13.275912446193693,0,48,-0.48501742160278744,9.487804878048781,5.410567578628238,0,29,-0.011672473867595816,4614.14743902439,3824.854110976465,483.25,18062.875,137.65195818815332,162.10653658536586,18.88729823814053,106.027,239.709,0.0011435540069685112,39.78048780487805,0.4691557088212523,39,41,-0.020557491289198607,1980.0,0.0,1980,1980,0.0,2619.0,0.0,2619,2619,0.0,35.08553658536586,60.3851346862614,0.456,413.217,0.7298912891986062,278.4199024390244,642.673497291599,0.42,4329.011,9.278708188153312
078,ordinary,ordinary_training,57,0.0,4.7368421052631575,13.701743154296,0,64,0.3927923256416904,2.491228070175439,8.006845332342456,0,42,0.20261861550427793,2026.6797719298247,3811.2720232619718,483.25,14286.812,127.26704718693284,94.36938596491228,50.43382832171641,71.67,295.486,1.727862068965517,36.40350877192982,1.3999956030357896,35,41,0.013741249675913923,695.5263157894736,664.4980193563649,345,1980,27.964091262639354,2619.0,0.0,2619,2619,0.0,22.002263157894735,93.5634866069748,0.465,652.577,1.7071899144412757,166.02978947368422,649.2792634533982,0.376,3592.784,12.421971285973555
079,adversarial,adversarial_finetune,41,0.0,3.7560975609756095,12.925264516432541,0,58,0.48362369337979094,2.1707317073170733,7.780220195718929,0,33,0.28013937282229967,1983.646292682927,5072.59522878891,483.25,20394.812,192.052149825784,86.95024390243903,49.26193369088247,71.753,299.354,1.917598432055749,35.926829268292686,1.1973597764520563,35,41,0.011149825783972125,549.8780487804878,533.9561138046491,345,1980,24.85452961672474,2619.0,0.0,2619,2619,0.0,14.71048780487805,80.62595728367128,0.487,523.847,1.5819632404181183,152.23253658536586,935.5196441560479,0.372,6067.462,17.38488205574913
080,ordinary,ordinary_finetune,41,0.0,31.146341463414632,33.034026046775054,0,98,1.5520905923344948,10.975609756097562,16.003791936147962,0,55,0.2662020905923345,6483.646219512195,8348.231479976881,483.25,24258.438,264.15610818815327,167.22641463414635,103.44056926822955,71.963,479.666,1.298151567944251,38.31707317073171,2.617381156155378,35,46,0.045470383275261324,1476.5853658536585,740.6716126831258,345,1980,27.53048780487805,2619.0,0.0,2619,2619,0.0,36.65390243902439,79.85837117895866,0.41,484.077,2.0261857142857145,303.04021951219516,891.4078760140767,0.537,5465.069,14.849429094076656
081,adversarial,adversarial_finetune,43,0.0,19.837209302325583,21.6879885657006,0,61,-0.6048021745696164,6.5813953488372094,9.92584729706384,0,44,-0.036997885835095126,3340.9153023255817,3830.547031997191,483.25,14278.875,48.09419118091211,135.68062790697675,60.73479752016166,72.203,314.359,-0.3072825430383569,38.13953488372093,1.4876451713227419,36,42,-0.015403201449713078,1343.7209302325582,788.0370763790063,345,1980,-16.861975234068257,2619.0,0.0,2619,2619,0.0,24.805255813953487,77.65517929120062,0.456,521.32,1.0809574146783452,77.39537209302325,90.72716829735676,0.356,211.716,-3.9075267290848688
082,adversarial,adversarial_training,62,0.0,31.919354838709676,23.53261181719117,0,96,0.0020901009795774154,7.693548387096774,5.824278190574955,0,27,0.0022411926166553305,3980.0319193548385,3438.7710166527954,483.25,13822.438,61.399023570295384,146.5835,41.30117949684543,71.956,250.344,-0.23613661202185796,38.20967741935484,1.193221402463334,36,40,-0.034071164161063684,1697.6612903225807,609.6692107742338,345,1980,-12.017451084082497,2619.0,0.0,2619,2619,0.0,35.71174193548387,76.11183295543886,0.455,493.526,0.866744982498552,299.8807741935484,859.7673494827319,0.422,5452.273,9.590883734985269
083,ordinary,ordinary_finetune,43,0.0,26.790697674418606,16.752033045011505,0,62,-0.6013289036544851,7.325581395348837,7.155160538827767,0,35,-0.03805496828752642,4489.329511627907,4927.081704736713,483.25,19736.875,137.40402099063726,148.0226976744186,44.87065229390689,71.992,311.748,-0.49490003020235585,37.48837209302326,1.0646998271869392,36,42,-0.011778918755662941,1723.6046511627908,583.282935833186,345,1980,-21.8204469948656,2619.0,0.0,2619,2619,0.0,26.323558139534885,57.37202141847513,0.448,391.319,0.3529919963757173,217.8353488372093,651.6104377817936,0.374,4412.234,7.2079604349139235
084,adversarial,adversarial_inference,141,0.0,29.127659574468087,23.644785928711787,0,99,0.32466715184725375,6.822695035460993,8.741588611927932,0,47,0.0791044137163406,4637.063808510638,4722.215909516174,483.25,19204.438,45.066204537865495,140.3557375886525,55.45846221082312,71.606,343.606,0.7351285714285714,37.57446808510638,2.014958396885658,34,43,0.04046406096151376,1576.063829787234,703.2462237686792,345,1980,12.399225138062418,2619.0,0.0,2619,2619,0.0,27.38803546099291,35.89038449715122,0.478,247.631,0.21686563209041482,173.91535460992907,306.0111673670114,0.421,2778.122,1.5547238195128217
085,ordinary,ordinary_inference,92,0.0,22.097826086956523,18.71354995172859,0,72,0.47000755205523786,5.282608695652174,7.046932861885686,0,41,0.07975895072669266,3587.3939891304344,3670.9003490121986,483.25,19076.375,51.25710840281737,128.99359782608695,57.445680445901274,71.689,365.671,1.0293810936608971,36.52173913043478,1.297809700573852,34,41,0.01901884931337947,1396.4673913043478,780.6426902278905,345,1980,24.342547354468813,2619.0,0.0,2619,2619,0.0,21.37721739130435,39.89543034359408,0.47,338.004,0.26202153106360676,148.07545652173914,293.8505423480955,0.448,2265.867,1.755925049704853
086,ordinary,ordinary_inference,61,0.0,15.836065573770492,21.693982188819433,0,82,0.1876784769962983,5.950819672131147,12.460332113443764,0,55,-0.15240613432046538,3805.892131147541,5198.63979569004,483.25,18454.812,-60.9539915917504,127.62526229508197,80.18805779303877,71.725,475.003,-0.724386092014807,36.131147540983605,2.003893013047317,34,46,-0.04405076679005817,1207.1311475409836,812.2446428567583,345,1980,13.393707033315707,2619.0,0.0,2619,2619,0.0,15.71616393442623,48.45350899985836,0.334,380.392,0.0014746166049709472,150.80145901639347,681.4967504179426,0.38,5393.273,-1.4859105764145952
087,adversarial,adversarial_inference,54,0.0,36.129629629629626,41.10016954831042,0,100,2.04547360396417,7.5,10.003240215790822,0,44,0.17857823518200877,3900.9594814814814,4507.221898926843,483.25,15206.812,53.44161196874404,134.49548148148148,71.6863969473058,71.431,360.899,1.653201829616924,35.05555555555556,1.7576991132840416,33,41,0.03815513626834382,1265.0,801.2958255226343,345,1980,33.455688965122924,2619.0,0.0,2619,2619,0.0,40.06701851851852,83.77635333135274,0.448,451.04,1.4624578997522393,350.0949259259259,945.4370804691312,0.406,5231.449,11.80635829998094
088,ordinary,ordinary_finetune,46,0.0,32.73913043478261,27.62987889838659,0,97,1.8099290780141843,9.043478260869565,9.541571563516218,0,37,0.5613320999074931,5126.735,6394.614259616609,480.0,21184.438,344.1086273203823,147.3988043478261,53.51292974177995,71.345,270.228,3.347698982423682,35.391304347826086,1.6743364794756266,33,39,0.1091581868640148,1590.9782608695652,694.0387625163571,345,1980,34.15633672525439,2619.0,0.0,2619,2619,0.0,36.28415217391304,70.22578011824415,0.614,461.312,0.7455820536540241,271.956347826087,755.3089378363295,0.431,5285.819,1.0546772741288923
089,ordinary,ordinary_finetune,43,0.0,19.837209302325583,28.3646768805426,0,97,1.423437028088191,7.116279069767442,12.464291885269288,0,40,0.3885533071579583,4018.642279069767,6429.570295787527,480.0,22998.375,227.94626094835397,131.5173488372093,79.86816587290313,71.806,364.223,2.503931289640592,36.906976744186046,2.1438278467891188,35,43,0.08441558441558442,1153.2558139534883,808.9218231415011,345,1980,34.93355481727575,2619.0,0.0,2619,2619,0.0,23.822883720930232,72.8999493081169,0.277,481.171,1.5446724554515252,197.94916279069767,848.4094917191303,0.279,5661.905,12.330918453639384
090,adversarial,adversarial_inference,86,0.0,29.08139534883721,25.75068981522589,0,97,0.6675503561488749,7.9186046511627906,10.737042072731496,0,43,0.20722675597905563,4981.884988372093,5813.939118762783,483.25,22256.438,125.39337552714748,149.544488372093,74.24729579348471,72.164,397.917,1.5880791358082929,37.63953488372093,1.8038253325026996,36,45,0.020180197179112222,1570.8139534883721,699.552124354591,345,1980,13.17062125571961,2619.0,0.0,2619,2619,0.0,35.81925581395349,72.05684787062808,0.423,432.277,0.5324647766404076,277.5238488372093,783.897756060633,0.424,5069.259,1.6871984055851694
