timestamp,bytes_sent_delta,bytes_recv_delta,remote_addresses,error
1787226885.2542932,0,0,,
1787226886.2544947,0,66,,
1787226887.2544618,0,0,,
1787226888.2544577,7302,11472,16.15.237.16:443;54.230.114.8:443,
1787226889.25456,10040,20223,16.15.237.16:443;54.230.114.78:443;54.230.114.8:443,
1787226890.2545335,1428,2988,16.15.237.16:443;54.230.114.78:443;54.230.114.8:443,
1787226891.2544625,0,0,16.15.237.16:443;54.230.114.78:443;54.230.114.8:443,
1787226892.2544699,754,198,16.15.237.16:443;54.230.114.78:443;54.230.114.8:443,
1787226893.254488,2706,1463,16.15.237.16:443;54.230.114.78:443;54.230.114.8:443,
1787226894.2545094,2927,5502,54.230.114.78:443;54.230.114.8:443,
1787226895.2544663,3353,16160,54.230.114.8:443,
1787226896.254525,0,0,54.230.114.8:443,
1787226897.2545323,5769,9183,54.230.114.8:443,
1787226898.254507,9932,19687,54.230.114.8:443,
1787226899.254459,2985,5883,54.230.114.8:443,
1787226900.254488,0,0,54.230.114.8:443,
1787226901.2544913,0,0,54.230.114.8:443,
1787226902.2544768,0,0,54.230.114.8:443,
1787226903.2546003,0,0,54.230.114.8:443,
1787226904.2544816,132,156,54.230.114.8:443,
1787226905.2544725,0,0,54.230.114.8:443,
1787226906.2544847,0,0,54.230.114.8:443,
1787226907.2546258,0,0,54.230.114.8:443,
1787226908.2545717,0,0,54.230.114.8:443,
1787226909.254476,0,0,54.230.114.8:443,
1787226910.2544625,0,0,54.230.114.8:443,
1787226911.2545187,0,0,54.230.114.8:443,
1787226912.254487,0,0,54.230.114.8:443,
1787226913.2545369,0,0,54.230.114.8:443,
1787226914.25449,0,0,54.230.114.8:443,
1787226915.2544727,0,0,54.230.114.8:443,
1787226916.254443,0,0,54.230.114.8:443,
1787226917.2544405,0,0,54.230.114.8:443,
1787226918.2552662,0,0,54.230.114.8:443,
1787226919.2545013,0,0,54.230.114.8:443,
1787226920.25449,3518,6234,54.230.114.8:443,
1787226921.2544625,9719,15675,54.230.114.8:443,
1787226922.2544706,1514,3072,54.230.114.8:443,
1787226923.2544396,0,0,54.230.114.8:443,
1787226924.2544549,0,0,54.230.114.8:443,
1787226925.2544684,0,0,54.230.114.8:443,
1787226926.254441,42,42,54.230.114.8:443,
1787226927.2544348,0,0,54.230.114.8:443,
1787226928.2544312,0,0,54.230.114.8:443,
1787226929.2544522,0,0,54.230.114.8:443,
1787226930.2544756,0,0,54.230.114.8:443,
1787226931.254527,0,0,54.230.114.8:443,
1787226932.2544687,0,0,54.230.114.8:443,
1787226933.2545087,0,0,54.230.114.8:443,
1787226934.2545242,0,0,54.230.114.8:443,
1787226935.2544544,0,0,54.230.114.8:443,
1787226936.2544293,0,0,54.230.114.8:443,
1787226937.2545114,0,0,54.230.114.8:443,
1787226938.2544312,0,0,54.230.114.8:443,
1787226939.2544613,0,0,54.230.114.8:443,
1787226940.2544496,0,0,54.230.114.8:443,
1787226941.25449,132,66,,
1787226942.254441,0,0,,
