timestamp,bytes_sent_delta,bytes_recv_delta,remote_addresses,error
1787226764.7800722,0,0,,
1787226765.7802787,0,66,,
1787226766.7802615,0,0,,
1787226767.7802439,5203,9572,54.230.114.8:443,
1787226768.780269,10301,19041,16.15.207.138:443;54.230.114.50:443;54.230.114.8:443,
1787226769.7802129,1355,2774,16.15.207.138:443;54.230.114.50:443;54.230.114.8:443,
1787226770.7802136,42,42,16.15.207.138:443;54.230.114.50:443;54.230.114.8:443,
1787226771.7806602,0,0,16.15.207.138:443;54.230.114.50:443;54.230.114.8:443,
1787226772.7802746,4063,2882,16.15.207.138:443;54.230.114.50:443;54.230.114.8:443,
1787226773.7802906,1396,3927,16.15.207.138:443;54.230.114.50:443;54.230.114.8:443,
1787226774.7804189,3409,16199,54.230.114.8:443,
1787226775.7802658,10985,24437,35.169.185.80:443;54.230.114.8:443;98.83.13.81:443,
1787226776.780589,814943,157458948,13.36.122.243:443;13.36.183.231:443;13.37.0.65:443;13.37.65.55:443;15.236.34.207:443;15.236.85.177:443;15.237.164.118:443;35.169.185.80:443;35.181.67.163:443;54.230.114.8:443;98.83.13.81:443,
1787226777.7804697,1790646,658385456,13.36.122.243:443;13.36.183.231:443;13.37.0.65:443;13.37.65.55:443;15.236.34.207:443;15.236.78.196:443;15.236.85.177:443;15.237.164.118:443;35.169.185.80:443;35.181.67.163:443;54.230.114.8:443;98.83.13.81:443,
1787226778.7807105,1544952,818873986,13.36.122.243:443;13.36.183.231:443;13.37.0.65:443;13.37.65.55:443;15.236.34.207:443;15.236.78.196:443;15.236.85.177:443;15.237.164.118:443;35.169.185.80:443;35.181.67.163:443;54.230.114.8:443;98.83.13.81:443,
1787226779.7803283,1042394,423408587,13.36.122.243:443;13.36.183.231:443;13.37.0.65:443;13.37.65.55:443;15.236.34.207:443;15.236.78.196:443;15.236.85.177:443;15.237.164.118:443;35.169.185.80:443;54.230.114.8:443;98.83.13.81:443,
1787226780.7803671,301800,67028548,13.36.122.243:443;13.36.183.231:443;13.37.0.65:443;13.37.65.55:443;15.236.34.207:443;15.236.78.196:443;15.236.85.177:443;15.237.164.118:443;35.169.185.80:443;54.230.114.8:443;98.83.13.81:443,
1787226781.7802823,69218,2361726,13.36.122.243:443;13.36.183.231:443;13.37.0.65:443;13.37.65.55:443;15.236.34.207:443;15.236.78.196:443;15.236.85.177:443;15.237.164.118:443;35.169.185.80:443;54.230.114.8:443;98.83.13.81:443,
