timestamp,bytes_sent_delta,bytes_recv_delta,remote_addresses,error
1787227900.8014953,0,0,,
1787227901.8016512,0,66,,
1787227902.8016896,0,0,,
1787227903.8017216,5335,9706,54.230.114.105:443,
1787227904.8016376,8984,17755,16.15.246.48:443;54.230.114.105:443;54.230.114.79:443,
1787227905.8016436,2708,4170,16.15.246.48:443;54.230.114.105:443;54.230.114.79:443,
1787227906.8016372,0,0,16.15.246.48:443;54.230.114.105:443;54.230.114.79:443,
1787227907.8016922,0,0,16.15.246.48:443;54.230.114.105:443;54.230.114.79:443,
1787227908.8017092,5459,6805,16.15.246.48:443;54.230.114.105:443;54.230.114.79:443,
1787227909.8017676,3421,16281,54.230.114.105:443,
1787227910.8017008,1413,1418,54.230.114.105:443,
1787227911.8016446,0,0,54.230.114.105:443,
1787227912.8016648,0,0,54.230.114.105:443,
1787227913.8017328,0,0,54.230.114.105:443,
1787227914.8016796,0,0,54.230.114.105:443,
1787227915.8016603,0,0,54.230.114.105:443,
1787227916.80162,0,0,54.230.114.105:443,
1787227917.8017185,0,0,54.230.114.105:443,
1787227918.801673,0,0,54.230.114.105:443,
1787227919.801632,0,0,54.230.114.105:443,
1787227920.801666,0,0,54.230.114.105:443,
1787227921.8016245,0,0,54.230.114.105:443,
1787227922.8018012,0,0,54.230.114.105:443,
1787227923.8018425,0,0,54.230.114.105:443,
1787227924.8016667,0,0,54.230.114.105:443,
1787227925.801708,0,0,54.230.114.105:443,
1787227926.8016896,198,66,54.230.114.105:443,
1787227927.8017595,0,0,54.230.114.105:443,
1787227928.8019686,0,0,54.230.114.105:443,
1787227929.8016984,0,0,54.230.114.105:443,
1787227930.8016574,0,0,54.230.114.105:443,
1787227931.8016534,0,0,54.230.114.105:443,
1787227932.801648,132,66,,
