timestamp,pid,process_name,command_line,cpu_percent,memory_mb
1787153861.5583835,11971,python,/workspace/hap/venv/bin/python workloads/ordinary_training.py --seed 18 --episode-id 019 --outdir /workspace/hap/data/raw/episodes/019/work/project/runs/run_019/artifacts --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 40 --lr 0.001,0.0,6.254
1787153862.5585108,11971,python,/workspace/hap/venv/bin/python workloads/ordinary_training.py --seed 18 --episode-id 019 --outdir /workspace/hap/data/raw/episodes/019/work/project/runs/run_019/artifacts --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 40 --lr 0.001,0.0,457.867
1787153863.5585,11971,python,/workspace/hap/venv/bin/python workloads/ordinary_training.py --seed 18 --episode-id 019 --outdir /workspace/hap/data/raw/episodes/019/work/project/runs/run_019/artifacts --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 40 --lr 0.001,0.0,495.367
1787153864.5585043,11971,python,/workspace/hap/venv/bin/python workloads/ordinary_training.py --seed 18 --episode-id 019 --outdir /workspace/hap/data/raw/episodes/019/work/project/runs/run_019/artifacts --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 40 --lr 0.001,0.0,557.871
1787153865.558494,11971,python,/workspace/hap/venv/bin/python workloads/ordinary_training.py --seed 18 --episode-id 019 --outdir /workspace/hap/data/raw/episodes/019/work/project/runs/run_019/artifacts --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 40 --lr 0.001,0.0,588.602
1787153866.5584903,11971,python,/workspace/hap/venv/bin/python workloads/ordinary_training.py --seed 18 --episode-id 019 --outdir /workspace/hap/data/raw/episodes/019/work/project/runs/run_019/artifacts --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 40 --lr 0.001,0.0,594.852
1787153867.5584862,11971,python,/workspace/hap/venv/bin/python workloads/ordinary_training.py --seed 18 --episode-id 019 --outdir /workspace/hap/data/raw/episodes/019/work/project/runs/run_019/artifacts --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 40 --lr 0.001,0.0,594.852
1787153868.558487,11971,python,/workspace/hap/venv/bin/python workloads/ordinary_training.py --seed 18 --episode-id 019 --outdir /workspace/hap/data/raw/episodes/019/work/project/runs/run_019/artifacts --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 40 --lr 0.001,0.0,621.203
1787153869.55852,11971,python,/workspace/hap/venv/bin/python workloads/ordinary_training.py --seed 18 --episode-id 019 --outdir /workspace/hap/data/raw/episodes/019/work/project/runs/run_019/artifacts --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 40 --lr 0.001,0.0,621.203
1787153870.5584946,11971,python,/workspace/hap/venv/bin/python workloads/ordinary_training.py --seed 18 --episode-id 019 --outdir /workspace/hap/data/raw/episodes/019/work/project/runs/run_019/artifacts --model Qwen/Qwen2.5-0.5B-Instruct --batch-size 16 --steps 40 --lr 0.001,0.0,622.453
