timestamp,pid,process_name,command_line,cpu_percent,memory_mb,read_bytes,write_bytes
1787227645.2617657,14115,python,/root/hap/venv/bin/python -m workloads.ordinary_finetune --seed 119 --episode-id 120 --outdir /root/hap/data/raw/episodes/120/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 2 --steps 30 --lr 0.0001,0.0,8.754,0,0
1787227646.2619233,14115,python,/root/hap/venv/bin/python -m workloads.ordinary_finetune --seed 119 --episode-id 120 --outdir /root/hap/data/raw/episodes/120/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 2 --steps 30 --lr 0.0001,0.0,465.359,0,4096
1787227647.2619114,14115,python,/root/hap/venv/bin/python -m workloads.ordinary_finetune --seed 119 --episode-id 120 --outdir /root/hap/data/raw/episodes/120/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 2 --steps 30 --lr 0.0001,0.0,580.504,0,8192
1787227648.2619574,14115,python,/root/hap/venv/bin/python -m workloads.ordinary_finetune --seed 119 --episode-id 120 --outdir /root/hap/data/raw/episodes/120/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 2 --steps 30 --lr 0.0001,0.0,594.258,0,8192
1787227649.26194,14115,python,/root/hap/venv/bin/python -m workloads.ordinary_finetune --seed 119 --episode-id 120 --outdir /root/hap/data/raw/episodes/120/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 2 --steps 30 --lr 0.0001,0.0,595.508,0,8192
1787227650.261974,14115,python,/root/hap/venv/bin/python -m workloads.ordinary_finetune --seed 119 --episode-id 120 --outdir /root/hap/data/raw/episodes/120/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 2 --steps 30 --lr 0.0001,0.0,627.648,0,12288
1787227651.2619765,14115,python,/root/hap/venv/bin/python -m workloads.ordinary_finetune --seed 119 --episode-id 120 --outdir /root/hap/data/raw/episodes/120/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 2 --steps 30 --lr 0.0001,0.0,673.93,0,20480
1787227652.2619202,14115,python,/root/hap/venv/bin/python -m workloads.ordinary_finetune --seed 119 --episode-id 120 --outdir /root/hap/data/raw/episodes/120/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 2 --steps 30 --lr 0.0001,0.0,791.805,0,20480
1787227653.2619517,14115,python,/root/hap/venv/bin/python -m workloads.ordinary_finetune --seed 119 --episode-id 120 --outdir /root/hap/data/raw/episodes/120/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 2 --steps 30 --lr 0.0001,0.0,880.668,0,20480
1787227654.2620103,14115,python,/root/hap/venv/bin/python -m workloads.ordinary_finetune --seed 119 --episode-id 120 --outdir /root/hap/data/raw/episodes/120/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 2 --steps 30 --lr 0.0001,0.0,1053.574,0,20480
1787227655.261921,14115,python,/root/hap/venv/bin/python -m workloads.ordinary_finetune --seed 119 --episode-id 120 --outdir /root/hap/data/raw/episodes/120/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 2 --steps 30 --lr 0.0001,0.0,1114.375,0,24576
1787227656.2619932,14115,python,/root/hap/venv/bin/python -m workloads.ordinary_finetune --seed 119 --episode-id 120 --outdir /root/hap/data/raw/episodes/120/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 2 --steps 30 --lr 0.0001,0.0,1595.418,0,24576
1787227657.2619333,14115,python,/root/hap/venv/bin/python -m workloads.ordinary_finetune --seed 119 --episode-id 120 --outdir /root/hap/data/raw/episodes/120/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 2 --steps 30 --lr 0.0001,0.0,1732.957,0,24576
1787227658.2619638,14115,python,/root/hap/venv/bin/python -m workloads.ordinary_finetune --seed 119 --episode-id 120 --outdir /root/hap/data/raw/episodes/120/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 2 --steps 30 --lr 0.0001,0.0,1736.707,0,24576
1787227659.2619917,14115,python,/root/hap/venv/bin/python -m workloads.ordinary_finetune --seed 119 --episode-id 120 --outdir /root/hap/data/raw/episodes/120/work --model meta-llama/Llama-3.2-1B-Instruct --batch-size 2 --steps 30 --lr 0.0001,0.0,1822.984,0,28672
