timestamp,bytes_sent_delta,bytes_recv_delta,remote_addresses,error
1787227312.9150736,0,0,,
1787227313.9152377,0,66,,
1787227314.9154575,0,0,,
1787227315.915267,9548,17387,52.217.168.24:443;54.230.114.78:443,
1787227316.9152,8892,17005,52.217.168.24:443;54.230.114.78:443;54.230.114.79:443,
1787227317.915262,0,0,52.217.168.24:443;54.230.114.78:443;54.230.114.79:443,
1787227318.9152083,0,0,52.217.168.24:443;54.230.114.78:443;54.230.114.79:443,
1787227319.9152083,1335,66,52.217.168.24:443;54.230.114.78:443;54.230.114.79:443,
1787227320.915247,4124,6739,52.217.168.24:443;54.230.114.78:443;54.230.114.79:443,
1787227321.915257,3515,16324,54.230.114.78:443,
1787227322.9152439,0,0,54.230.114.78:443,
1787227323.9152446,0,0,54.230.114.78:443,
1787227324.9153242,0,0,54.230.114.78:443,
1787227325.9153032,198,66,54.230.114.78:443,
1787227326.9152539,0,0,54.230.114.78:443,
1787227327.9152744,132,66,54.230.114.78:443,
1787227328.9153178,0,0,54.230.114.78:443,
1787227329.9153433,0,0,54.230.114.78:443,
1787227330.915213,786,198,54.230.114.78:443,
1787227331.9152203,0,0,54.230.114.78:443,
1787227332.9153264,0,0,54.230.114.78:443,
1787227333.9155247,42,42,54.230.114.78:443,
1787227334.915257,0,0,54.230.114.78:443,
1787227335.9152312,1465,1104,54.230.114.78:443,
1787227336.9152498,8532,18985,54.230.114.78:443,
1787227337.9152277,6796,11065,54.230.114.78:443,
1787227338.9152818,0,0,54.230.114.78:443,
1787227339.9152749,0,0,54.230.114.78:443,
1787227340.915242,0,0,54.230.114.78:443,
1787227341.915327,0,0,54.230.114.78:443,
1787227342.9152584,108,132,54.230.114.78:443,
1787227343.9153328,0,0,54.230.114.78:443,
1787227344.915286,0,0,54.230.114.78:443,
1787227345.9152873,0,0,54.230.114.78:443,
1787227346.9153411,0,0,54.230.114.78:443,
1787227347.9152174,0,0,54.230.114.78:443,
1787227348.9152653,0,0,54.230.114.78:443,
1787227349.915329,0,0,54.230.114.78:443,
1787227350.9152482,0,0,54.230.114.78:443,
1787227351.915357,0,0,54.230.114.78:443,
1787227352.915218,0,0,54.230.114.78:443,
1787227353.9152143,0,0,54.230.114.78:443,
1787227354.9152074,0,0,54.230.114.78:443,
1787227355.915215,0,0,54.230.114.78:443,
1787227356.9152162,0,0,54.230.114.78:443,
1787227357.9152038,0,0,54.230.114.78:443,
1787227358.9154654,0,0,54.230.114.78:443,
1787227359.9152539,0,0,54.230.114.78:443,
1787227360.915214,498,142,54.230.114.78:443,
1787227361.9153109,10112,15747,54.230.114.78:443,
1787227362.9152143,4181,8941,54.230.114.78:443,
1787227363.9151886,0,0,54.230.114.78:443,
1787227364.915231,0,0,54.230.114.78:443,
1787227365.9152625,0,0,54.230.114.78:443,
1787227366.915209,42,42,54.230.114.78:443,
1787227367.9152968,4924,9304,54.230.114.78:443,
1787227368.9152045,0,0,54.230.114.78:443,
1787227369.9152043,132,66,,
