timestamp,gpu_index,gpu_uuid,gpu_utilization,memory_utilization,memory_used_mb,power_w,temperature_c,sm_clock_mhz,memory_clock_mhz,pcie_tx_mb,pcie_rx_mb,error
1787227372.7235875,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,37,7,4360.875,149.615,37,1980,2619,27.739,169.747,
1787227373.7237902,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,30,6,4360.875,147.711,37,1980,2619,27.223,191.889,
1787227374.7237952,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,32,6,4360.875,150.047,37,1980,2619,28.712,185.036,
1787227375.7237678,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,37,7,4362.875,149.806,37,1980,2619,27.818,169.3,
1787227376.723803,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,37,7,4362.875,150.801,37,1980,2619,27.707,174.766,
1787227377.7237911,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,34,7,4362.875,152.788,37,1980,2619,27.876,192.729,
1787227378.723777,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,36,7,4362.875,149.171,37,1980,2619,28.641,196.285,
1787227379.7237852,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,36,7,4362.875,148.851,37,1980,2619,25.617,154.372,
1787227380.7237942,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,36,7,4362.875,147.136,37,1980,2619,24.857,123.08,
1787227381.7237818,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,36,7,4362.875,148.431,37,1980,2619,28.73,173.703,
1787227382.7238061,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,34,7,4362.875,150.438,37,1980,2619,27.129,174.961,
1787227383.7240305,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,33,6,4362.875,147.5,37,1980,2619,23.699,169.749,
1787227384.7237916,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,35,7,4362.875,149.214,37,1980,2619,25.828,180.666,
1787227385.7237856,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,34,7,4362.875,147.274,37,1980,2619,28.248,187.8,
1787227386.7237911,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,34,7,4362.875,149.423,37,1980,2619,28.139,179.794,
1787227387.723791,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,35,7,4362.875,149.733,37,1980,2619,28.189,194.98,
1787227388.723791,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,34,7,4362.875,149.672,37,1980,2619,26.779,184.847,
1787227389.7237916,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,37,7,4362.875,150.705,37,1980,2619,28.053,198.586,
1787227390.7237823,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,38,7,4362.875,151.074,37,1980,2619,30.052,201.091,
1787227391.723767,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,38,7,4362.875,151.969,37,1980,2619,28.747,203.02,
1787227392.7237768,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,37,7,4362.875,150.851,37,1980,2619,29.414,171.27,
1787227393.7237794,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,35,7,4362.875,150.995,37,1980,2619,28.71,190.208,
1787227394.723792,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,37,7,4362.875,152.458,37,1980,2619,27.561,130.674,
1787227395.7237797,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,33,6,4362.875,147.748,37,1980,2619,25.941,167.231,
1787227396.7237868,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,35,7,4362.875,147.391,37,1980,2619,26.585,183.524,
1787227397.723789,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,37,7,4362.875,147.699,37,1980,2619,28.739,186.879,
1787227398.7238133,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,36,7,4362.875,149.319,37,1980,2619,27.048,190.779,
1787227399.7237818,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,34,7,4362.875,147.838,37,1980,2619,26.675,191.263,
1787227400.7237673,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,35,7,4362.875,151.161,37,1980,2619,27.301,173.55,
1787227401.7237425,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,36,7,4362.875,149.746,37,1980,2619,26.044,193.128,
1787227402.7237368,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,36,7,4362.875,150.598,37,1980,2619,27.455,184.164,
1787227403.723738,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,33,6,4362.875,148.944,37,1980,2619,23.92,175.344,
1787227404.7237349,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,33,6,4362.875,148.055,37,1980,2619,25.736,176.45,
1787227405.7237294,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,32,6,4362.875,147.465,37,1980,2619,25.402,160.217,
1787227406.7237208,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,34,7,4362.875,149.188,37,1980,2619,24.61,176.873,
1787227407.7237313,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,33,6,4362.875,148.808,37,1980,2619,24.614,170.303,
1787227408.723737,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,31,6,4362.875,148.105,37,1980,2619,21.883,168.053,
1787227409.7237346,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,28,5,4362.875,146.684,37,1980,2619,20.654,135.15,
1787227410.72372,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,32,6,4362.875,146.525,37,1980,2619,25.071,165.376,
1787227411.7237267,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,32,6,4362.875,146.97,37,1980,2619,24.005,158.031,
1787227412.7237413,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,33,6,4362.875,145.822,37,1980,2619,22.682,161.785,
1787227413.7237234,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,31,6,4362.875,146.159,37,1980,2619,23.233,169.106,
1787227414.7237213,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,33,6,4362.875,148.279,37,1980,2619,25.194,182.056,
1787227415.7237957,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,31,6,4362.875,147.693,37,1980,2619,22.094,167.556,
1787227416.7237496,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,33,6,4362.875,146.933,37,1980,2619,25.802,184.851,
1787227417.7237434,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,33,7,4362.875,147.031,37,1980,2619,26.046,184.014,
1787227418.7237496,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,33,6,4362.875,149.464,37,1980,2619,21.35,161.666,
1787227419.7237387,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,34,7,4362.875,147.531,37,1980,2619,24.428,178.369,
1787227420.7237287,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,33,6,4362.875,149.008,37,1980,2619,24.731,173.816,
1787227421.7237217,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,0,0,4362.875,137.455,36,1980,2619,0.491,0.553,
1787227422.7237556,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,13,0,1560.812,125.644,36,1980,2619,366.53,0.587,
1787227423.7237997,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,3,0,3590.812,123.658,36,1980,2619,1.988,3.765,
1787227424.7237885,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,21,10,17694.812,306.441,40,1980,2619,28.138,112.537,
1787227425.7237818,0,GPU-ad207358-c25b-44c8-4651-7711b5e6e5ba,73,47,18454.812,474.474,44,1980,2619,25.411,165.84,
