timestamp,pid,process_name,command_line,cpu_percent,memory_mb
1787153499.9146926,10082,python,/workspace/hap/venv/bin/python workloads/adversarial_inference.py --seed 10 --episode-id 011 --outdir /tmp/cloud_classifier_011/work --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16,0.0,6.254
1787153500.9148252,10082,python,/workspace/hap/venv/bin/python workloads/adversarial_inference.py --seed 10 --episode-id 011 --outdir /tmp/cloud_classifier_011/work --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16,0.0,474.164
1787153501.9148133,10082,python,/workspace/hap/venv/bin/python workloads/adversarial_inference.py --seed 10 --episode-id 011 --outdir /tmp/cloud_classifier_011/work --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16,0.0,531.664
1787153502.9147913,10082,python,/workspace/hap/venv/bin/python workloads/adversarial_inference.py --seed 10 --episode-id 011 --outdir /tmp/cloud_classifier_011/work --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16,0.0,575.988
1787153503.9147992,10082,python,/workspace/hap/venv/bin/python workloads/adversarial_inference.py --seed 10 --episode-id 011 --outdir /tmp/cloud_classifier_011/work --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16,0.0,595.988
1787153504.9147823,10082,python,/workspace/hap/venv/bin/python workloads/adversarial_inference.py --seed 10 --episode-id 011 --outdir /tmp/cloud_classifier_011/work --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16,0.0,595.988
1787153505.9148,10082,python,/workspace/hap/venv/bin/python workloads/adversarial_inference.py --seed 10 --episode-id 011 --outdir /tmp/cloud_classifier_011/work --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16,0.0,598.488
1787153506.9147844,10082,python,/workspace/hap/venv/bin/python workloads/adversarial_inference.py --seed 10 --episode-id 011 --outdir /tmp/cloud_classifier_011/work --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16,0.0,614.312
1787153507.9148135,10082,python,/workspace/hap/venv/bin/python workloads/adversarial_inference.py --seed 10 --episode-id 011 --outdir /tmp/cloud_classifier_011/work --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16,0.0,614.312
1787153508.9148147,10082,python,/workspace/hap/venv/bin/python workloads/adversarial_inference.py --seed 10 --episode-id 011 --outdir /tmp/cloud_classifier_011/work --model Qwen/Qwen2.5-1.5B-Instruct --num-prompts 40 --passes 1 --max-new-tokens 16,0.0,614.312
