timestamp,bytes_sent_delta,bytes_recv_delta,remote_addresses,error
1787227067.517102,0,0,,
1787227068.5173013,0,66,,
1787227069.5173306,0,0,,
1787227070.5174239,7062,15283,16.15.183.192:443;54.230.114.129:443,
1787227071.517302,10113,15123,16.15.183.192:443;54.230.114.129:443;54.230.114.78:443,
1787227072.5173542,3398,7559,16.15.183.192:443;54.230.114.129:443;54.230.114.78:443,
1787227073.5172846,1592,3006,16.15.183.192:443;54.230.114.129:443;54.230.114.78:443,
1787227074.5172362,1335,0,16.15.183.192:443;54.230.114.129:443;54.230.114.78:443,
1787227075.51736,4166,6851,16.15.183.192:443;54.230.114.129:443;54.230.114.78:443,
1787227076.517289,9130,20931,54.230.114.129:443,
1787227077.517308,1611,1485,54.230.114.129:443,
1787227078.5172367,1734,2592,54.230.114.129:443,
1787227079.517242,4686,7458,54.230.114.129:443,
1787227080.5173557,5210,7626,54.230.114.129:443,
1787227081.5172632,4810,7896,54.230.114.129:443,
1787227082.5172553,4906,7692,54.230.114.129:443,
1787227083.5172417,4692,7662,54.230.114.129:443,
1787227084.5172846,2582,4150,54.230.114.129:443,
1787227085.5172575,14842,19154,54.230.114.129:443,
1787227086.5172398,9908,21814,54.230.114.129:443,
1787227087.5172746,1362,1321,54.230.114.129:443,
1787227088.51743,0,0,54.230.114.129:443,
1787227089.5172524,0,0,54.230.114.129:443,
1787227090.5173743,0,0,54.230.114.129:443,
1787227091.5172539,0,0,54.230.114.129:443,
1787227092.5173726,2040,3054,54.230.114.129:443,
1787227093.5172517,4890,7846,54.230.114.129:443,
1787227094.5172558,4704,6966,54.230.114.129:443,
1787227095.5172474,4488,6864,54.230.114.129:443,
1787227096.5172482,4692,7596,54.230.114.129:443,
1787227097.5172489,4794,7896,54.230.114.129:443,
1787227098.5172508,3060,5172,54.230.114.129:443,
1787227099.5173821,0,0,54.230.114.129:443,
1787227100.5172591,0,0,54.230.114.129:443,
1787227101.517307,0,0,54.230.114.129:443,
1787227102.5173416,0,0,54.230.114.129:443,
1787227103.5173256,42,42,54.230.114.129:443,
1787227104.5173197,0,0,54.230.114.129:443,
1787227105.5174494,0,0,54.230.114.129:443,
1787227106.5172777,0,0,54.230.114.129:443,
1787227107.51733,0,0,54.230.114.129:443,
1787227108.5172827,0,0,54.230.114.129:443,
1787227109.5172443,0,0,54.230.114.129:443,
1787227110.517275,10610,15982,54.230.114.129:443,
1787227111.5174599,4327,8999,54.230.114.129:443,
1787227112.5173845,0,0,54.230.114.129:443,
1787227113.5172813,0,0,54.230.114.129:443,
1787227114.517319,0,0,54.230.114.129:443,
1787227115.5173955,0,0,54.230.114.129:443,
1787227116.5173097,132,66,,
